gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj_native,padj
RPS27A,5293.355517996677,-0.1377758070846986,0.0585619123762705,-2.3526521162673952,0.0186400638966823,0.0320276011970486,0.0320276011970486
EIF1,5220.892492569794,0.0450874678700991,0.047078594326497,0.9577063316166762,0.3382108631154257,0.4079745031549163,0.4079745031549164
RPL15,5219.258129278558,-0.4841758311879136,0.0644805707063098,-7.508863924191881,5.964268094734073e-14,2.916512515762384e-13,2.9165125157623834e-13
RPL7,5201.527611432104,-0.5689936801244392,0.0681808786839301,-8.345355635003683,7.099990227835745e-17,3.933512591598751e-16,3.933512591598751e-16
ISG20,5016.336841005251,4.183380328572321,0.1466863238725951,28.519225365589023,6.766800667339762e-179,6.76680066733976e-176,6.76680066733976e-176
RPS3A,5084.0177476997815,-0.3999415913519196,0.0645465973627994,-6.196168468865264,5.785420215756837e-10,2.18317743990824e-09,2.18317743990824e-09
RNF213,286.7675413124573,1.9940247379959808,0.109968497199736,18.13269062297204,1.7593611723391268e-73,6.516152490144914e-72,6.516152490144914e-72
RPL18A,5090.741118780137,-0.1244908251583454,0.0422215157047641,-2.9485162500762234,0.0031930335227554,0.0063796873581528,0.0063796873581528
RPL34,4739.412535183913,-0.0594340163636312,0.050943857374118,-1.166657167853696,0.2433488466654947,0.3111877834597119,0.3111877834597119
RPL19,4738.627396943728,-0.1683807516039356,0.046337862357819,-3.6337617454967246,0.0002793188087311,0.0006480714819747,0.0006480714819747
TMSB10,4337.555293413852,1.5609808943380543,0.0658793022088689,23.69455719778267,4.103011082307737e-124,7.460020149650431e-122,7.460020149650432e-122
C15orf48,4942.215372651759,0.1965038626217111,0.0589630103554871,3.332663333113288,0.0008601896302565,0.0018720122530065,0.0018720122530065
S100A11,4451.927123450665,0.0848185413219254,0.0650909190109638,1.3030779502074432,0.1925481505931086,0.2555383551335217,0.2555383551335217
MBNL1,52.270741490569975,0.1500157036672807,0.1356863704211879,1.1056062830895452,0.2688969691197527,0.3385850046661764,0.3385850046661764
SRGN,4039.239347512724,-0.2106665854872776,0.058244585622919,-3.61692993836634,0.0002981179540261,0.0006884941201528,0.0006884941201528
RPL8,4271.007481128745,-0.3995346117193053,0.0411218296307185,-9.715876343713251,2.5801984973999725e-22,1.8170411953520935e-21,1.8170411953520935e-21
PFN1,4129.583488178358,-0.9494874953100532,0.0698209425043996,-13.598892556487945,4.0654261851262555e-42,5.80775169303751e-41,5.807751693037509e-41
PTMA,3469.1394853751017,-0.0763097963477748,0.053266352027155,-1.4326078930442316,0.1519699248131063,0.2093249653073089,0.2093249653073089
STAT1,290.1314166133162,2.442628753943408,0.1751335695593748,13.94723330363739,3.270480443421266e-44,4.9930999136202544e-43,4.9930999136202544e-43
